연번,광역자치단체명,기초자치단체명,축제명,축제 유형,시작일,종료일
1,서울,-,서울드럼페스티벌,문화예술,2024-05-25,2024-05-26
2,서울,-,서울뮤직페스티벌,문화예술,2024-09-27,2024-09-29
3,서울,-,서울국악축제,전통역사,2024-01-09,2024-01-09
4,서울,-,서울페스타 2024,문화예술,2024-05-01,2024-05-06
10,서울,-,제18회 서울안전한마당,문화예술,2024-05-02,2024-05-04
11,서울,-,2024 서울세계도시문화축제,문화예술,2024-05-25,2024-05-26
12,서울,-,서울라이트 한강 빛섬축제 ,문화예술,2024-10-05,2024-10-13
13,서울,-,서울라이트 광화문,문화예술,2024-12-20,2025-01-12
15,서울,-,한강서래섬유채꽃축제,자연생태,2024-05-10,2024-05-19
17,서울,-,2024 서울대공원 벚꽃축제,자연생태,2024-01-04,2024-01-04
18,서울,-,제24회 서울대공원 장미원축제,자연생태,2024-05-24,2024-06-09
19,서울,-,제9회 동물원 밖 동물원,문화예술,2024-01-10,2024-01-12
20,서울,강남구,제13회 강남페스티벌,문화예술,2024-01-09,2024-01-09
21,서울,강남구,제5회강남디자인위크,문화예술,2024-05-24,2024-05-28
22,서울,강남구,제4회 강남 G-KPOP 콘서트,문화예술,2024-01-05,2024-01-05
23,서울,강동구,제29회 강동선사문화축제,전통역사,2024-10-11,2024-10-13
24,서울,강북구,419혁명국민문화제,전통역사,2024-04-12,2024-04-19
25,서울,강북구,천변라이프 강북페스타2024,문화예술,2024-05-31,2024-06-02
29,서울,광진구,제2회 광진청년문화Street페스티벌,문화예술,2024-01-09,2024-01-09
31,서울,금천구,제6회 금천과학축제,문화예술,2024-09-06,2024-09-07
32,서울,금천구,2024 금천하모니축제,문화예술,2024-05-10,2024-05-12
33,서울,금천구,2024년 제7회 정조대왕 능행차 공동재현 행사,전통역사,2024-10-05,2024-10-06
35,서울,금천구,제4회 금천패션영화제,문화예술,2024-11-01,2024-11-04
37,서울,노원구,노원달빛산책,문화예술,2024-10-11,2024-11-03
38,서울,노원구,댄싱노원,문화예술,2024-09-28,2024-09-29
39,서울,도봉구,우이천 벚꽃 축제,문화예술,2024-04-03,2024-04-07
40,서울,도봉구,제12회 도봉구 등 축제,문화예술,2024-10-04,2024-10-12
41,서울,동대문구,동대문구 봄꽃축제,자연생태,2024-03-30,2024-03-31
42,서울,동대문구,선농대제,전통역사,2024-04-20,2024-04-20
43,서울,동대문구,청룡문화제,전통역사,2024-10-26,2024-10-26
44,서울,마포구,제17회 마포나루 새우젓축제,전통역사,2024-10-18,2024-10-20
49,서울,서대문구,서대문 벚꽃 축제,문화예술,2024-01-04,2024-01-04
50,서울,서대문구,서대문독립축제,문화예술,2024-01-08,2024-01-08
51,서울,서대문구,신촌글로벌대학문화축제,문화예술,2024-09-25,2024-09-27
52,서울,서대문구,신촌카운트다운 콘서트,문화예술,2024-12-31,2024-12-31
53,서울,서초구,봄밤의 클래식 축제,문화예술,2024-01-04,2024-01-04
54,서울,서초구,서초뮤직앤아트페스티벌,문화예술,2024-01-06,2024-01-06
55,서울,서초구,2024 서리풀페스티벌,문화예술,2024-01-09,2024-01-09
56,서울,영등포구,제18회 영등포 여의도 봄꽃축제,문화예술,2024-01-03,2024-01-03
57,서울,영등포구,선유로운 축제,문화예술,2024-01-05,2024-01-05
58,서울,영등포구,안양천 썸머 페스티벌,자연생태,2024-01-07,2024-01-08
59,서울,영등포구,선유로운 축제,문화예술,2024-01-09,2024-01-10
60,서울,영등포구,안양천 수변문화축제,문화예술,2024-01-09,2024-01-10
61,서울,용산구,2024 이태원 지구촌 축제,문화예술,2024-01-09,2024-01-09
62,서울,용산구,제42회 남이장군사당제,전통역사,2024-11-01,2024-11-05
63,서울,용산구,용산 문화유산 야행,전통역사,2024-09-27,2024-09-28
64,서울,종로구,인사동 엔틱 & 아트페어,전통역사,2024-01-08,2024-01-10
67,서울,종로구,제16회 정순왕후 문화제,전통역사,2024-01-04,2024-01-04
68,서울,종로구,궁중과 사대부가 전통음식축제,전통역사,2024-01-10,2024-01-10
69,서울,종로구,종로청계야 놀자,문화예술,2024-01-10,2024-01-10
70,서울,종로구,돈화문로 문화축제,문화예술,2024-01-10,2024-01-10
71,서울,종로구,북촌공방축제,문화예술,2024-01-10,2024-01-10
72,서울,중구,정동야행축제,문화예술,2024-05-24,2024-05-25
73,서울,중랑구,2023 서울장미축제,문화예술,2024-01-05,2024-01-05
74,서울,중랑구,2023 용마폭포문화예술축제,문화예술,2024-01-10,2024-01-10
76,서울,성북구,제13회 유러피안 크리스마스 마켓,문화예술,2024-12-02,2024-12-02
77,서울,송파구,사각사각 가을축제,문화예술,2024-10-02,2024-10-02
78,부산,-,조선통신사축제,전통역사,2024-05-03,2024-05-05
79,부산,-,부산원도심활성화축제,문화예술,2024-01-05,2024-01-05
81,부산,-,부산바다축제,문화예술,2024-01-07,2024-01-07
82,부산,-,부산국제록페스티벌,문화예술,2024-01-10,2024-01-10
83,부산,-,부산불꽃축제,문화예술,2024-01-11,2024-01-11
84,부산,-,해운대북극곰축제,자연생태,2024-01-12,2024-01-12
85,부산,-,부산 시민의종 타종행사,문화예술,2024-12-31,2024-12-31
86,부산,중구,광복로 연등문화제,문화예술,2024-01-05,2024-01-05
87,부산,중구,유라리건맥축제,지역특산물,2024-01-09,2024-01-09
88,부산,중구,부산자갈치축제,지역특산물,2024-01-10,2024-01-10
89,부산,중구,보수동책방골목 문화축제,문화예술,2024-01-10,2024-01-10
91,부산,서구,부산고등어축제,지역특산물,2024-01-10,2024-01-10
93,부산,동구,부산차이나타운문화축제,문화예술,2024-10-18,2024-10-20
94,부산,동구,동구 3.1절 기념 행사,문화예술,2024-03-09,2024-03-09
95,부산,동구,웹툰이바구길축제,문화예술,2024-01-10,2024-01-10
96,부산,영도구,영도다리축제,문화예술,2024-01-10,2024-01-10
97,부산,영도구,영도커피페스티벌,문화예술,2024-05-24,2024-05-26
101,부산,동래구,동래읍성역사축제,전통역사,2024-10-11,2024-10-13
102,부산,동래구,동래 3.1만세운동재현행사,문화예술,2024-03-01,2024-03-01
103,부산,남구,UN평화축제,문화예술,2024-10-19,2024-10-20
104,부산,북구,구포장터 3.1만세운동기념행사,문화예술,2024-03-29,2024-03-29
105,부산,북구,낙동강 구포나루 축제,문화예술,2024-10-03,2024-10-03
106,부산,해운대구,해운대 달맞이온천축제,전통역사,2024-02-22,2024-02-24
107,부산,해운대구,해운대모래축제,자연생태,2024-05-24,2024-05-27
108,부산,해운대구,해운대 해양레저축제,문화예술,2024-08-24,2024-08-25
109,부산,해운대구,해운대 빛축제,문화예술,2024-01-12,2024-01-12
111,부산,사하구,다대포어항문화축제,전통역사,2024-01-10,2024-01-10
112,부산,사하구,감천문화마을골목축제,문화예술,2024-01-10,2024-01-10
113,부산,금정구,금정산성축제,문화예술,2024-05-24,2024-05-26
114,부산,금정구, 부산국제공연예술제,문화예술,2024-01-09,2024-01-09
115,부산,금정구,회동호 가을빛 축제,문화예술,2024-01-10,2024-01-10
117,부산,연제구,연제고분판타지축제,전통역사,2024-03-22,2024-03-24
118,부산,강서구,강서 낙동강30리 벚꽃축제,자연생태,2024-03-29,2024-03-31
119,부산,강서구,명지시장 전어축제,지역특산물,2024-01-08,2024-01-08
120,부산,강서구,대저토마토축제,지역특산물,2024-03-23,2024-03-24
121,부산,수영구,광안리어방축제,전통역사,2024-05-10,2024-05-12
122,부산,사상구,사상강변축제,문화예술,2024-10-02,2024-10-02
123,부산,사상구,삼락벚꽃축제,문화예술,2024-03-30,2024-03-31
124,부산,기장군,기장멸치축제,지역특산물,2024-01-04,2024-01-04
125,부산,기장군,기장미역다시마 축제,지역특산물,2024-01-04,2024-01-04
126,부산,기장군,정관생태하천학습문화축제,문화예술,2024-01-06,2024-01-06
128,부산,기장군,기장붕장어축제,지역특산물,2024-01-09,2024-01-10
129,부산,기장군,차성문화제,문화예술,2024-01-10,2024-01-10
130,부산,기장군,철마한우불고기축제,지역특산물,2024-01-10,2024-01-10
131,부산,기장군,기장군 가을꽃나들이 홍보행사,지역특산물,2024-10-17,2024-10-20
132,부산,기장군,기장 쪽파파전 홍보행사,지역특산물,2024-11-09,2024-11-10
133,대구,-,제46회 대구약령시한방문화축제,전통역사,2024-05-08,2024-05-12
134,대구,-,파워풀대구페스티벌,문화예술,2024-05-11,2024-05-12
135,대구,-,대구생활문화제 ,문화예술,2024-05-11,2024-05-12
136,대구,-,형형색색 달구벌 관등놀이,전통역사,2024-01-05,2024-01-05
137,대구,-,제18회 대구국제뮤지컬페스티벌,문화예술,2024-06-21,2024-07-08
141,대구,-,팔공산 산중전통장터 승시 축제,전통역사,2024-01-10,2024-01-10
142,대구,-,대구포크페스티벌,문화예술,2024-01-10,2024-01-10
143,대구,-,월드오케스트라페스티벌,문화예술,2024-01-10,2024-01-11
145,대구,중구,대구 문화유산 야행,문화예술,2024-08-30,2024-08-31
147,대구,중구,제19회 패션주얼리위크,문화예술,2024-01-09,2024-01-09
148,대구,중구,서문시장글로벌대축제,전통역사,2024-01-10,2024-01-10
149,대구,중구,교동시장한마음축제,전통역사,2024-01-10,2024-01-10
150,대구,중구,김광석길페스티벌,문화예술,2024-01-10,2024-01-10
151,대구,중구,대구화교중화문화축제,문화예술,2024-01-10,2024-01-10
152,대구,동구,제13회 팔공산 벚꽃축제,자연생태,2024-01-04,2024-01-04
153,대구,동구,제23회 팔공산 단풍축제,자연생태,2024-01-10,2024-01-10
154,대구,서구,"달구벌목민관 부임
마을축제",전통역사,2024-01-10,2024-01-10
155,대구,남구,제29회 대덕제 「대구앞산축제」,문화예술,2024-05-25,2024-05-26
156,대구,남구,제12회 로드페스티벌,문화예술,2024-01-06,2024-01-06
157,대구,남구,2024 대구할로윈축제,문화예술,2024-01-10,2024-01-10
158,대구,북구,제4회 떡볶이 페스티벌,문화예술,2024-01-05,2024-01-05
159,대구,북구,2024 금호강 바람소리길 축제,문화예술,2024-01-09,2024-01-10
160,대구,수성구,수성못페스티벌,문화예술,2024-09-22,2024-09-24
161,대구,달서구,장미꽃 필 무렵,자연생태,2024-05-17,2024-05-19
162,대구,달서구,선사문화체험축제,전통역사,2024-01-05,2024-01-05
164,대구,달성군,제28회 비슬산 참꽃 문화제,문화예술,2024-04-02,2024-04-02
166,인천,-,송도 바람축제,문화예술,2024-01-05,2024-01-05
167,인천,-,청라 페스티벌,문화예술,2024-01-05,2024-01-05
168,인천,-,영종 세계음식축제,문화예술,2024-01-09,2024-01-09
169,인천,-,청라 와인페스티벌,문화예술,2024-01-10,2024-01-10
170,인천,-,2024년 인천대공원 벚꽃축제,문화예술,2024-04-06,2024-04-07
172,인천,-,인천펜타포트음악축제,문화예술,2024-01-05,2024-01-09
173,인천,-,INK콘서트,문화예술,2024-01-09,2024-01-09
176,인천,"중구
(인천관광공사)",인천개항장문화재야행,전통역사,2024-06-10,2024-06-10
177,인천,중구,연안부두축제,문화예술,2024-01-10,2024-01-10
178,인천,중구,2024 가족의달 어린이축제,문화예술,2024-05-04,2024-05-05
179,인천,중구,2024 자유공원축제,문화예술,2024-01-05,2024-01-05
180,인천,중구,2024 동인천고고축제,문화예술,2024-01-05,2024-01-05
182,인천,동구,제35회 화도진축제,전통역사,2024-01-05,2024-01-05
190,인천,남동구,제24회 소래포구축제,자연생태,2024-01-09,2024-01-10
192,인천,부평구,2024년 제28회 부평풍물대축제,문화예술,2024-09-27,2024-09-29
195,인천,강화군,고려산 진달래꽃구경,자연생태,2024-01-04,2024-01-04
196,인천,강화군,삼랑성역사문화축제,전통역사,2024-01-10,2024-01-10
198,인천,강화군,강화문화재야행,전통역사,2024-01-09,2024-01-09
199,인천,강화군,강화 화개정원 축제,자연생태,2024-01-10,2024-01-10
200,인천,옹진군,연평꽃게걷기축제,지역특산물,2024-06-10,2024-06-11
201,인천,옹진군,영흥풍어기원제,전통역사,2024-03-04,2024-03-04
202,인천,옹진군,섬마을밴드음악축제,문화예술,2024-10-01,2024-10-01
204,인천,옹진군,"영흥수협 수산물 
소비축제 지원",지역특산물,2024-09-28,2024-09-29
205,인천,옹진군,제12회 장봉도 벚꽃축제,자연생태,2024-04-13,2024-04-13
206,광주,-,아트피크닉,문화예술,2024-01-04,2024-01-11
207,광주,-,대인예술시장,문화예술,2024-01-05,2024-01-12
208,광주,-,제12회 도서관문화마당,문화예술,2024-05-10,2024-05-11
210,광주,-,2024 광주스트릿컬처 페스타,문화예술,2024-06-06,2024-06-09
211,광주,-,2024 광주청년주간,문화예술,2024-01-09,2024-01-09
212,광주,-,광주국제미술전람회 '아트광주24',문화예술,2024-09-26,2024-09-29
214,광주,-,2024 프린지페스티벌,문화예술,2024-09-27,2024-09-29
215,광주,-,제31회 광주김치축제,전통역사,2024-01-10,2024-01-10
216,광주,동구,제21회 광주 추억의 충장축제,문화예술,2024-10-02,2024-10-06
217,광주,동구,제3회 광주 버스킹 월드컵,문화예술,2024-10-02,2024-10-06
218,광주,동구,2024 광주 문화유산 야행 '돌의 기억',문화예술,2024-04-26,2024-04-27
219, 광주,동구,제4회 동명동 커피산책,문화예술,2024-01-10,2024-01-12
220,광주,동구,2024 무등산인문축제,문화예술,2024-06-01,2024-06-02
222,광주,남구,제41회 고싸움놀이축제,문화예술,2024-02-23,2024-02-25
223,광주,남구,인문학축제 제13회 굿모닝양림,문화예술,2024-10-02,2024-10-02
224,광주,서구,제9회 광주서창억새축제,자연생태,2024-01-10,2024-01-10
226,광주,광산구,제2회 광산뮤직ON페스티벌,문화예술,2024-05-04,2024-05-05
227,대전,동구,대청호 봄축제(가칭),자연생태,2024-03-29,2024-03-31
229,대전,동구,"문화재 야행 「밤하늘, 달콤한 문화산책」",문화예술,2024-05-24,2024-05-25
230,대전,"동구,중구",2024 대전 0시 축제,문화예술,2024-08-09,2024-08-17
231,대전,동구,대전 동구동락 축제,문화예술,2024-01-10,2024-01-10
232,대전,동구,인쇄UP 아트페스티벌,문화예술,2024-01-09,2024-01-10
233,대전,중구,제15회 대전효문화뿌리축제,전통역사,2024-01-09,2024-01-10
234,대전,서구,2024 대전 서구 아트페스티벌,문화예술,2024-10-11,2024-10-13
235,대전,서구,제14회 녹색체험여행,자연생태,2024-10-04,2024-10-05
236,대전,유성구,2024 유성온천문화축제,문화예술,2024-05-10,2024-05-12
237,대전,유성구,2024 유성재즈&맥주 페스타,문화예술,2024-08-23,2024-08-25
238,대전,유성구,2024 유성온천 크리스마스축제,문화예술,2024-12-06,2024-12-08
240,대전,서구,2024 대한민국 과학축제,문화예술,2024-04-26,2024-04-28
241,대전,서구,2024 대전사이언스페스티벌,문화예술,2024-10-18,2024-10-20
243,대전,대덕구,제27회 동춘당문화제,전통역사,2024-04-27,2024-04-27
245,대전,대덕구,제13회 김호연재 여성문화축제,전통역사,2024-01-09,2024-01-09
246,대전,대덕구,2024년 제8회 장동계족산 코스모스축제,자연생태,2024-01-09,2024-01-10
249,울산,-,울산서머페스티벌,문화예술,2024-01-08,2024-01-08
250,울산,-,아시아 퍼시픽 뮤직 페스티벌,문화예술,2024-01-09,2024-01-09
252,울산,-,제16회 울산대공원 장미축제,자연생태,2024-05-22,2024-05-26
253,울산,-,태화강국가정원 봄꽃축제,자연생태,2024-05-17,2024-05-19
254,울산,-,태화강국가정원 가을축제,자연생태,2024-10-25,2024-10-27
255,울산,-,태화강 억새나들이,자연생태,2024-10-21,2024-10-22
256,울산,-,정원생태문화축제,자연생태,2024-01-04,2024-01-04
257,울산,-,119안전문화축제,문화예술,2024-06-28,2024-06-29
258,울산,중구,태화강마두희축제,전통역사,2024-01-06,2024-01-06
260,울산,중구,태화강국제재즈음악제,문화예술,2024-01-05,2024-01-05
261,울산,남구,반려동물 축제,자연생태,2024-01-05,2024-01-05
262,울산,남구,2024 삼호 버드페스티벌,자연생태,2024-11-09,2024-11-10
263,울산,남구,2024 울산 남구 청년 페스타,문화예술,2024-01-09,2024-01-09
265,울산,남구,남구강변영화제,문화예술,2024-01-08,2024-01-08
266,울산,남구,태화강 빛 축제,문화예술,2024-01-09,2024-01-09
272,울산,북구,제20회 울산쇠부리축제,전통역사,2024-05-10,2024-05-12
273,울산,울주군,제24회 울산옹기축제,전통역사,2024-05-04,2024-05-06
276,울산,울주군,언양 한우불고기 축제,지역특산물,2024-01-09,2024-01-10
277,울산,울주군,2024년 울산울주세계산악영화제,문화예술,2024-01-10,2024-01-10
280,울산,울주군,울산배축제,지역특산물,2024-01-10,2024-01-10
281,울산,울주군,제5회 울산 작천정 벚꽃축제,자연생태,2024-01-03,2024-01-04
283,세종,-,제22회 세종조치원복숭아축제,지역특산물,2024-01-07,2024-01-08
284,세종,-,2024 세종축제,문화예술,2024-10-09,2024-10-12
286,세종,-,2024 조치원 봄꽃축제,자연생태,2024-05-11,2024-05-12
287,경기,수원시,제61회 수원화성문화제,문화예술,2024-10-04,2024-10-06
288,경기,수원시,정조대왕 능행차 공동재현,문화예술,2024-10-05,2024-10-06
289,경기,수원시,수원화성 미디어아트,문화예술,2024-09-28,2024-10-20
290,경기,용인시,제10회 경기공연예술페스타,문화예술,2024-01-25,2024-01-28
291,경기,용인시,제19회 포은문화제,전통역사,2024-10-05,2024-10-06
296,경기,고양시,제36회 고양행주문화제,문화예술,2024-05-17,2024-05-19
297,경기,고양시,2024 고양호수예술축제,문화예술,2024-10-11,2024-10-13
298,경기,고양시,제4회 행주가 예술이야,문화예술,2024-09-27,2024-10-13
299,경기,고양시,2024고양국제꽃박람회,문화예술,2024-04-26,2024-05-12
300,경기,성남시,2024 성남페스티벌,문화예술,2024-10-03,2024-10-06
301,경기,성남시,GXG 2024 성남게임문화축제,문화예술,2024-01-09,2024-01-09
303,경기,화성시,제14회 화성뱃놀이 축제,자연생태,2024-05-31,2024-06-02
304,경기,화성시,세계인의 날 기념식 및 문화다양성축제,문화예술,2024-05-25,2024-05-26
305,경기,화성시,제14회 화성뱃놀이 축제,자연생태,2024-05-31,2024-06-02
306,경기,화성시,2024 제16회 품앗이 공연예술축제,문화예술,2024-08-23,2024-08-25
307,경기,화성시,제10회 화성송산포도축제,지역특산물,2024-09-07,2024-09-08
308,경기,화성시,"제1회 화성시 도서관 축제 ""북페스티벌""",문화예술,2024-09-28,2024-09-29
309,경기,화성시,제2회 화성시 도농 어울림 축제,지역특산물,2024-09-28,2024-09-29
310,경기,화성시,2024 정조효문화제 및 정조대왕 능행차,전통역사,2024-10-05,2024-10-06
311,경기,화성시,제2회 화성루나빛축제,문화예술,2024-10-26,2024-11-01
312,경기,부천시,제27회 부천국제만화축제,문화예술,2024-10-03,2024-10-06
313,경기,부천시,제8회 국제코스프레 페스티벌,문화예술,2024-10-03,2024-10-06
314,경기,부천시,제26회 부천국제애니메이션페스티벌,문화예술,2024-10-25,2024-10-29
315,경기,부천시,제28회 부천국제판타스틱영화제,문화예술,2024-07-04,2024-07-14
316,경기,부천시,제39회 복사골예술제,문화예술,2024-05-03,2024-05-05
317,경기,부천시,제24회 진달래축제,자연생태,2024-03-30,2024-03-31
318,경기,부천시,제26회 부천 도당산 벚꽃축제,문화예술,2024-03-30,2024-03-31
319,경기,부천시,제3회 부천건축문화제,문화예술,2024-10-03,2024-10-03
320,경기,남양주시,제19회 광릉숲축제,문화예술,2024-09-28,2024-09-29
321,경기,남양주시,제38회 다산정약용문화제,문화예술,2024-10-11,2024-10-12
322,경기,안산시,제20회 안산국제거리극축제,문화예술,2024-05-04,2024-05-06
323,경기,안산시,제27회 성호문화제,문화예술,2024-05-25,2024-05-26
324,경기,안산시,제38회 별망성예술제,문화예술,2024-09-07,2024-09-08
325,경기,안산시,2024년 안산대부포도축제,지역특산물,2024-01-09,2024-01-09
326,경기,안산시,제5회 김홍도 축제,전통역사,2024-10-04,2024-10-06
327,경기,안산시,"정조대왕 능행차 공동재현
(제14회 안산읍성 문화예술제)",전통역사,2024-10-06,2024-10-06
329,경기,평택시,평택호 물빛축제,문화예술,2024-09-02,2024-09-02
330,경기,평택시,한미 어울림 축제,문화예술,2024-10-02,2024-10-02
331,경기,평택시,한미친선 한마음 축제,문화예술,2024-05-02,2024-05-02
332,경기,평택시,한미친선 문화 한마당,문화예술,2024-10-02,2024-10-02
333,경기,평택시,할로윈축제(신장),문화예술,2024-01-10,2024-01-10
334,경기,평택시,할로윈축제(팽성),문화예술,2024-01-10,2024-01-10
335,경기,평택시,평택 꽃 나들이,문화예술,2024-04-20,2024-04-24
338,경기,안양시,안양충훈벚꽃축제,자연생태,2024-04-02,2024-04-02
341,경기,안양시,제33회 안양예술제,문화예술,2024-05-02,2024-05-02
342,경기,시흥시,제19회 시흥갯골축제,자연생태,2024-09-03,2024-09-03
345,경기,시흥시,제31회 물왕예술제,문화예술,2024-05-10,2024-05-12
346,경기,시흥시,연성문화제,전통역사,2024-01-07,2024-01-08
347,경기,김포시,김포 도심축제,문화예술,2024-01-10,2024-01-10
348,경기,김포시,해병대축제,문화예술,2024-01-05,2024-01-05
349,경기,김포시,2024 김포 아라마린 페스티벌,문화예술,2024-01-06,2024-01-06
350,경기,김포시,월곶 저잣거리 축제,전통역사,2024-01-09,2024-01-09
351,경기,파주시,파주출판도시 어린이책잔치,문화예술,2024-05-04,2024-05-06
352,경기,파주시,헤이리 판 페스티벌,문화예술,2024-10-05,2024-10-13
353,경기,파주시,제34회 율곡문화제,전통역사,2024-10-12,2024-10-13
354,경기,파주시,파주북소리 축제,문화예술,2024-10-18,2024-10-20
355,경기,파주시,제19회 파주개성인삼축제,지역특산물,2024-10-19,2024-10-20
356,경기,파주시,제28회 파주장단콩축제,지역특산물,2024-11-22,2024-11-24
357,경기,광주시,제29회 남한산성문화제,문화예술,2024-01-09,2024-01-10
358,경기,광주시,제27회 광주왕실도자기축제,문화예술,2024-05-03,2024-05-15
359,경기,광주시,제22회 퇴촌토마토축제,지역특산물,2024-06-14,2024-06-16
360,경기,광명시,오리문화제,전통역사,2024-01-05,2024-01-05
362,경기,광명시,광명동굴 대한민국 와인페스티벌,문화예술,2024-01-09,2024-01-09
363,경기,광명시,2024 페스티벌 광명,문화예술,2024-01-10,2024-01-10
364,경기,광명시,광명농악대축제,전통역사,2024-01-10,2024-01-10
365,경기,광명시,광명동굴 빛 축제,문화예술,2024-01-12,2024-01-12
366,경기,하남시,하남이성산성문화제,전통역사,2024-09-28,2024-09-29
367,경기,군포시,군포철쭉축제,자연생태,2024-04-20,2024-04-28
368,경기,오산시,제15회 오산 독산성문화재,전통역사,2024-10-12,2024-10-13
372,경기,양주시,2024 양주 회암사지 왕실축제,전통역사,2024-05-10,2024-05-12
373,경기,양주시,2024 양주 천만송이 천일홍축제,자연생태,2024-09-28,2024-09-29
374,경기,양주시,양주문화유산 야행,전통역사,2024-09-27,2024-09-29
378,경기,이천시,제8회 이천인삼축제,지역특산물,2024-10-25,2024-10-27
379,경기,이천시,제28회 햇사레 장호원복숭아축제,지역특산물,2024-09-20,2024-09-22
380,경기,이천시,제25회이천백사산수유꽃축제,자연생태,2024-01-03,2024-01-04
381,경기,이천시,제21회 설봉산 별빛축제,문화예술,2024-07-13,2024-08-10
383,경기,구리시,2024 구리 유채꽃 축제,문화예술,2024-05-03,2024-05-03
384,경기,구리시,2024 구리 코스모스 축제,문화예술,2024-10-03,2024-10-03
386,경기,구리시,제2회 구리문화예술축제,문화예술,2024-10-02,2024-10-02
387,경기,구리시,동구릉 힐링예술제,문화예술,2024-10-02,2024-10-02
388,경기,구리시,구구구페스타,문화예술,2024-09-01,2024-09-30
389,경기,구리시,제18회 구리시 평생학습축제,문화예술,2024-10-03,2024-10-03
390,경기,구리시,제19회 구리전통시장 거리축제,문화예술,2024-01-10,2024-01-10
391,경기,구리시,2024 MSG 마신는 구리 축제,문화예술,2024-01-04,2024-01-05
392,경기,안성시,안성맞춤 남사당 바우덕이 축제,문화예술,2024-01-10,2024-01-10
393,경기,안성시,안성맞춤포도축제,지역특산물,2024-01-09,2024-01-10
394,경기,안성시,죽주대고려문화축제,전통역사,2024-01-09,2024-01-10
395,경기,의왕시,의왕철도축제,문화예술,2024-05-04,2024-05-05
396,경기,의왕시,의왕백운호수축제,자연생태,2024-09-28,2024-09-29
397,경기,포천시,2024 포천아트밸리 뮤직페스티벌 (PAMF),문화예술,2024-05-26,2024-05-27
399,경기,포천시,제4회 포천 화적연 실경 창작 공연,문화예술,2024-01-09,2024-01-09
400,경기,포천시,제27회 포천 산정호수 명성산 억새꽃 축제,문화예술,2024-10-11,2024-10-27
401,경기,포천시,포천 인문學숲&북 페스티벌(가제),문화예술,2024-05-24,2024-05-25
403,경기,포천시,포천 축산 그랜드페스티벌,지역특산물,2024-05-31,2024-06-02
406,경기,양평군,제14회 용문산 산나물 축제,지역특산물,2024-04-26,2024-04-28
407,경기,양평군,제4회 양강섬 예술축제 <페스티벌 다다>,문화예술,2024-01-10,2024-01-10
408,경기,양평군,제2회 우리밀 축제,자연생태,2024-06-06,2024-06-06
410,경기,여주시,제36회 여주도자기축제,지역특산물,2024-05-03,2024-05-12
411,경기,여주시,2024 여주오곡나루축제,지역특산물,2024-10-18,2024-10-20
412,경기,여주시,제3회 여주선비장터축제,지역특산물,2024-10-12,2024-10-13
413,경기,여주시,제8회여주흥천남한강벚꽃축제,자연생태,2024-04-05,2024-04-07
414,경기,여주시,제18회 금사참외축제,지역특산물,2024-05-24,2024-05-26
415,경기,여주시,제20회 산북품실축제,전통역사,2024-10-26,2024-10-27
416,경기,동두천시,제24회 동두천 락 페스티벌,문화예술,2024-01-08,2024-01-08
417,경기,동두천시,제36회 소요단풍문화제,문화예술,2024-01-10,2024-01-10
418,경기,동두천시,제4회 DDC 할로윈 거리예술 축제,문화예술,2024-01-10,2024-01-10
419,경기,과천시,과천공연예술축제,문화예술,2024-09-27,2024-09-29
420,경기,가평군,청춘역1979 페스티벌,문화예술,2024-01-09,2024-01-09
421,경기,가평군,제21회 자라섬 재즈페스티벌,문화예술,2024-10-18,2024-10-20
422,경기,가평군,2024 Colorful Garden 자라섬 꽃 페스타(봄),문화예술,2024-05-25,2024-06-16
424,경기,연천군,제31회 연천 구석기 축제,전통역사,2024-05-03,2024-05-06
425,경기,연천군,2024 연천군 국화전시회,자연생태,2024-01-10,2024-01-10
426,경기,연천군,제9회 연천장남 통일바라기 축제,자연생태,2024-01-09,2024-01-09
428,경기,연천군,연천율무축제(연천농특산물큰장터),지역특산물,2024-01-10,2024-01-10
429,경기,연천군,고려인삼축제,지역특산물,2024-01-10,2024-01-10
431,강원,춘천시,춘천호수 드론 라이트쇼,문화예술,2024-01-05,2024-01-05
432,강원,춘천시,춘천막국수닭갈비축제,지역특산물,2024-01-05,2024-01-05
433,강원,춘천시,2024 온세대 합창페스티벌,문화예술,2024-01-08,2024-01-08
434,강원,춘천시,2024 석사천 재즈 페스타,문화예술,2024-01-10,2024-01-10
435,강원,춘천시,2024 춘베리아 특급열차,문화예술,2024-01-12,2024-01-12
436,강원,춘천시,제45회 소양강문화제,문화예술,2024-09-28,2024-09-29
439,강원,춘천시,춘천마임축제,문화예술,2024-05-26,2024-06-02
441,강원,원주시,제23회 섬강축제,자연생태,2024-08-23,2024-08-25
442,강원,원주시,제18회 원주 용수골 꽃양귀비축제,자연생태,2024-01-05,2024-01-05
444,강원,원주시,2024 원주 댄싱카니발,문화예술,2024-10-03,2024-10-05
445,강원,원주시,제26회 원주한지문화제,문화예술,2024-10-03,2024-10-06
446,강원,원주시,치악산 찰옥수수 축제,지역특산물,2024-01-07,2024-01-07
447,강원,원주시,치악산 복숭아 축제,지역특산물,2024-01-08,2024-01-08
448,강원,원주시,치악산 고구마 축제,지역특산물,2024-01-11,2024-01-11
449,강원,강릉시,2024 경포 벚꽃 축제,자연생태,2024-03-29,2024-04-03
450,강원,강릉시,강남동 새봄맞이 축제,자연생태,2024-03-31,2024-04-02
